resized_crop_source,model_source,truncated,occluded,slightly_occluded,image_path,cat_id,example_id,model_name,azimuth,elevation,inplane_rotation
ikea,ikea,False,False,False,resized_crop/bed/0001.png,bed,IKEA_MALM_2,model,321.38930969090546,11.814685929916141,-0.0785171651444316
ikea,ikea,False,False,False,resized_crop/bed/0008.png,bed,IKEA_HEMNES_3,model,358.94956252974436,19.002836903537727,0.03476286695326794
ikea,ikea,False,False,False,resized_crop/bed/0011.png,bed,IKEA_MALM_3,model,26.662452684631113,22.72035239210484,-0.057178959097324074
ikea,ikea,False,False,False,resized_crop/bed/0012.png,bed,IKEA_MALM_3,model,329.61885987816174,20.278988008109685,0.10802222429144301
ikea,ikea,False,False,False,resized_crop/bed/0014.png,bed,IKEA_MALM_3,model,47.95938556992457,20.76882280352561,0.022870215782118883
ikea,ikea,False,False,False,resized_crop/bed/0021.png,bed,IKEA_MALM_3,model,322.02964617691794,15.00895371652518,0.09114806314232812
ikea,ikea,False,False,False,resized_crop/bed/0024.png,bed,IKEA_MALM_2,model,333.1324833434657,4.004593979639721,-0.1231707644783648
ikea,ikea,False,False,False,resized_crop/bed/0027.png,bed,IKEA_MALM_4,model,338.88855465139784,7.031494753035312,-0.026856833266449474
ikea,ikea,False,False,False,resized_crop/bed/0028.png,bed,IKEA_MANDAL_1,model,343.5251352769757,8.37573806557076,-0.037227413741437024
ikea,ikea,False,False,False,resized_crop/bed/0032.png,bed,IKEA_MALM_2,model,310.9546852479489,13.40827566494853,-0.13169155578096162
ikea,ikea,False,False,False,resized_crop/bed/0033.png,bed,IKEA_MALM_2,model,316.01774553397263,20.12875055279037,-0.05730238843769154
ikea,ikea,False,False,False,resized_crop/bed/0034.png,bed,IKEA_HEMNES_1,model,0.3715835563037367,30.527493910909662,-0.07104952053980253
ikea,ikea,False,False,False,resized_crop/bed/0041.png,bed,IKEA_HEMNES_2,model,334.6505046404092,16.713262900354685,-0.012487153158750968
internet,ikea,False,False,False,resized_crop/bed/0042.png,bed,IKEA_BEDDINGE,model,322.3887355650749,8.275037577580681,-0.03303036141610749
internet,ikea,False,False,False,resized_crop/bed/0047.png,bed,IKEA_BEDDINGE,model,325.59482076408716,7.735565219301367,-0.011436018042018466
internet,ikea,False,False,False,resized_crop/bed/0049.png,bed,IKEA_BEDDINGE,model,47.51693788635389,13.209986292674188,-0.21048245197222645
internet,ikea,False,False,False,resized_crop/bed/0053.png,bed,IKEA_BEDDINGE,model,322.66062382408865,9.157624035921486,-0.05321083525050408
internet,ikea,False,False,False,resized_crop/bed/0055.png,bed,IKEA_BEDDINGE,model,332.2281720572491,9.771102544080223,0.09756588269309062
internet,ikea,False,False,False,resized_crop/bed/0056.png,bed,IKEA_BEDDINGE,model,330.22159559777964,11.084792482849004,-0.02523965634791334
internet,ikea,False,False,False,resized_crop/bed/0058.png,bed,IKEA_BEDDINGE,model,329.75771881944934,13.048498276943304,-0.04414640640664195
internet,ikea,False,False,False,resized_crop/bed/0059.png,bed,IKEA_BEDDINGE,model,45.442742763777225,25.959232684944077,-0.08619185212622198
internet,ikea,False,False,False,resized_crop/bed/0062.png,bed,IKEA_BEDDINGE,model,321.64136645,7.800275747113509,0.0289522108873904
internet,ikea,False,False,False,resized_crop/bed/0063.png,bed,IKEA_BEDDINGE,model,331.78308645802935,10.186360135667721,-0.02647619096531462
internet,ikea,False,False,False,resized_crop/bed/0065.png,bed,IKEA_BEDDINGE,model,7.445214011261902,6.595098675982754,0.1823623861339398
internet,ikea,False,False,False,resized_crop/bed/0069.png,bed,IKEA_BEDDINGE,model,334.74802369389306,7.642960813123458,-0.0021153506702512154
internet,ikea,False,False,False,resized_crop/bed/0072.png,bed,IKEA_BEDDINGE,model,335.72928377339247,6.925709295600799,-0.02307447664101225
internet,ikea,False,False,False,resized_crop/bed/0073.png,bed,IKEA_BEDDINGE,model,151.29865814227327,16.47303926398617,-0.065573430422978
internet,ikea,False,False,False,resized_crop/bed/0076.png,bed,IKEA_BEDDINGE,model,25.482217091367712,20.66993455798142,-0.05463260113627757
internet,ikea,False,False,False,resized_crop/bed/0078.png,bed,IKEA_BEDDINGE,model,359.68997240352167,23.06413197418539,-0.04458007161233706
internet,ikea,False,False,False,resized_crop/bed/0084.png,bed,IKEA_BEDDINGE,model,332.8386567757965,11.133155441973157,0.0061382900584933345
internet,ikea,False,False,False,resized_crop/bed/0085.png,bed,IKEA_BEDDINGE,model,311.4761873887091,9.502560027682655,0.08373536392668947
internet,ikea,False,False,False,resized_crop/bed/0086.png,bed,IKEA_BEDDINGE,model,37.76796689548661,20.651983628923603,-0.040107560087615776
